,"A1 Endurance sport, land-based","A2 Endurance sport, Cycling","A3 Endurance sport, Swimming",B1 Individual Fitness,B2 Group-based Fitness,E Compostional-creative activities,F relaxation-oriented activities,G  Outdoor sports,H1 Team sport games,H2 Net games
327,0.64,0.62,0.51,0.5,0.1,0.08,0.12,0.67,0.32,0.26
328,0.62,0.43,0.42,0.62,0.45,0.37,0.6,0.48,0.08,0.09
329,0.54,0.42,0.57,0.31,0.65,0.66,0.76,0.46,0.04,0.25
330,0.47,0.23,0.29,0.65,0.22,0.14,0.31,0.2,0.15,0.18
331,0.62,0.42,0.47,0.41,0.63,0.25,0.72,0.15,0.02,0.15
332,0.46,0.18,0.42,0.57,0.18,0.13,0.39,0.15,0.05,0.13
333,0.71,0.39,0.43,0.46,0.2,0.09,0.42,0.25,0.11,0.35
334,0.37,0.44,0.57,0.5,0.64,0.29,0.66,0.07,0.02,0.16
335,0.66,0.63,0.56,0.48,0.5,0.18,0.76,0.51,0.04,0.35
336,0.34,0.15,0.1,0.75,0.17,0.36,0.15,0.19,0.2,0.27
337,0.47,0.28,0.3,0.6,0.57,0.44,0.41,0.32,0.07,0.37
338,0.47,0.52,0.47,0.65,0.11,0.05,0.06,0.49,0.6,0.46
339,0.26,0.24,0.17,0.45,0.27,0.05,0.06,0.1,0.35,0.49
340,0.73,0.46,0.41,0.42,0.29,0.36,0.62,0.58,0.02,0.12
341,0.27,0.16,0.11,0.59,0.11,0.03,0.03,0.06,0.67,0.3
342,0.26,0.14,0.13,0.61,0.07,0.07,0.02,0.14,0.82,0.46
343,0.55,0.41,0.51,0.44,0.35,0.1,0.69,0.2,0.04,0.11
344,0.51,0.45,0.53,0.56,0.52,0.32,0.73,0.22,0.04,0.16
345,0.47,0.21,0.39,0.46,0.52,0.36,0.29,0.48,0.42,0.66
346,0.64,0.61,0.17,0.3,0.16,0.17,0.17,0.78,0.6,0.59
347,0.44,0.4,0.5,0.5,0.65,0.11,0.65,0.15,0.02,0.12
348,0.7,0.54,0.52,0.36,0.55,0.41,0.46,0.41,0.04,0.21
349,0.65,0.59,0.42,0.52,0.58,0.48,0.52,0.39,0.02,0.27
350,0.53,0.27,0.5,0.24,0.65,0.56,0.59,0.32,0.07,0.25
351,0.57,0.3,0.46,0.46,0.53,0.56,0.53,0.68,0.1,0.35
352,0.62,0.46,0.43,0.48,0.47,0.09,0.57,0.59,0.24,0.4
353,0.53,0.17,0.25,0.59,0.13,0.15,0.1,0.35,0.66,0.5
354,0.61,0.63,0.39,0.52,0.1,0.1,0.09,0.46,0.27,0.19
355,0.49,0.58,0.4,0.49,0.24,0.35,0.37,0.31,0.02,0.1
356,0.43,0.38,0.31,0.38,0.43,0.22,0.32,0.37,0.06,0.35
357,0.53,0.33,0.56,0.45,0.47,0.16,0.75,0.07,0.02,0.06
358,0.36,0.1,0.26,0.41,0.45,0.59,0.13,0.23,0.42,0.41
359,0.64,0.56,0.4,0.61,0.47,0.26,0.5,0.61,0.03,0.27
360,0.51,0.36,0.56,0.7,0.58,0.63,0.49,0.38,0.08,0.14
361,0.68,0.64,0.32,0.47,0.06,0.06,0.07,0.62,0.28,0.18
362,0.44,0.21,0.15,0.3,0.11,0.11,0.23,0.1,0.08,0.15
363,0.21,0.11,0.07,0.74,0.04,0.04,0.03,0.09,0.52,0.13
364,0.25,0.1,0.18,0.38,0.47,0.13,0.09,0.1,0.2,0.32
365,0.45,0.26,0.4,0.41,0.19,0.51,0.17,0.42,0.54,0.63
366,0.4,0.21,0.41,0.57,0.44,0.62,0.42,0.46,0.21,0.48
367,0.63,0.53,0.6,0.59,0.66,0.45,0.75,0.4,0.06,0.21
368,0.53,0.7,0.22,0.36,0.21,0.14,0.08,0.81,0.63,0.63
369,0.44,0.25,0.34,0.57,0.66,0.34,0.34,0.36,0.15,0.46
370,0.47,0.29,0.18,0.2,0.27,0.06,0.04,0.06,0.15,0.17
371,0.41,0.21,0.21,0.79,0.07,0.04,0.05,0.26,0.76,0.64
372,0.7,0.52,0.26,0.35,0.46,0.16,0.38,0.33,0.03,0.41
373,0.28,0.11,0.12,0.58,0.05,0.03,0.03,0.08,0.45,0.22
374,0.69,0.47,0.31,0.3,0.56,0.21,0.52,0.3,0.18,0.28
375,0.38,0.21,0.21,0.68,0.11,0.07,0.07,0.26,0.69,0.55
376,0.35,0.38,0.08,0.73,0.08,0.06,0.04,0.08,0.63,0.1
377,0.41,0.2,0.42,0.27,0.47,0.61,0.35,0.35,0.11,0.46
378,0.55,0.41,0.22,0.71,0.15,0.06,0.07,0.43,0.35,0.13
379,0.45,0.2,0.29,0.56,0.36,0.69,0.25,0.27,0.2,0.36
380,0.61,0.48,0.55,0.6,0.36,0.6,0.7,0.51,0.07,0.17
381,0.66,0.61,0.29,0.47,0.12,0.04,0.04,0.18,0.08,0.1
382,0.58,0.31,0.43,0.54,0.43,0.32,0.46,0.26,0.1,0.25
383,0.62,0.54,0.52,0.59,0.73,0.31,0.63,0.33,0.02,0.35
384,0.34,0.15,0.16,0.74,0.05,0.05,0.04,0.28,0.85,0.5
385,0.44,0.45,0.18,0.67,0.18,0.07,0.05,0.34,0.43,0.52
386,0.59,0.54,0.24,0.47,0.7,0.47,0.37,0.52,0.03,0.27
387,0.67,0.43,0.51,0.7,0.45,0.39,0.66,0.41,0.07,0.08
388,0.6,0.63,0.51,0.4,0.08,0.1,0.26,0.26,0.09,0.19
389,0.35,0.41,0.29,0.42,0.29,0.03,0.08,0.24,0.65,0.63
390,0.55,0.43,0.59,0.56,0.51,0.26,0.75,0.16,0.02,0.18
391,0.6,0.68,0.15,0.3,0.1,0.03,0.05,0.43,0.58,0.67
392,0.49,0.52,0.22,0.3,0.31,0.11,0.09,0.22,0.1,0.25
393,0.53,0.12,0.24,0.23,0.49,0.19,0.13,0.15,0.28,0.4
394,0.56,0.5,0.47,0.61,0.14,0.09,0.14,0.53,0.4,0.21
395,0.57,0.48,0.22,0.6,0.6,0.22,0.64,0.35,0.03,0.18
396,0.61,0.56,0.28,0.53,0.67,0.27,0.67,0.54,0.03,0.56
397,0.49,0.29,0.41,0.72,0.25,0.21,0.21,0.35,0.12,0.29
398,0.2,0.12,0.08,0.38,0.05,0.03,0.02,0.13,0.45,0.16
399,0.32,0.1,0.38,0.3,0.28,0.29,0.12,0.15,0.35,0.27
400,0.58,0.41,0.45,0.47,0.2,0.03,0.09,0.22,0.12,0.11
401,0.24,0.09,0.19,0.21,0.2,0.28,0.09,0.1,0.25,0.13
402,0.35,0.3,0.51,0.39,0.46,0.18,0.7,0.17,0.06,0.3
403,0.6,0.66,0.18,0.38,0.06,0.05,0.03,0.15,0.26,0.31
404,0.72,0.57,0.61,0.49,0.45,0.4,0.57,0.44,0.06,0.12
405,0.66,0.78,0.33,0.32,0.07,0.07,0.04,0.46,0.06,0.09
406,0.5,0.21,0.32,0.76,0.31,0.23,0.16,0.17,0.18,0.32
407,0.5,0.32,0.37,0.57,0.53,0.5,0.53,0.41,0.07,0.41
408,0.33,0.28,0.31,0.35,0.67,0.33,0.51,0.08,0.04,0.31
409,0.25,0.17,0.32,0.77,0.06,0.03,0.03,0.14,0.82,0.29
410,0.34,0.1,0.42,0.16,0.56,0.48,0.24,0.21,0.09,0.32
411,0.5,0.2,0.21,0.69,0.26,0.42,0.26,0.14,0.09,0.15
412,0.61,0.54,0.38,0.37,0.45,0.55,0.49,0.5,0.03,0.53
413,0.66,0.67,0.36,0.51,0.16,0.08,0.09,0.58,0.54,0.35
414,0.41,0.32,0.51,0.41,0.59,0.33,0.61,0.34,0.16,0.46
415,0.52,0.65,0.24,0.33,0.15,0.4,0.17,0.75,0.67,0.52
416,0.48,0.43,0.45,0.2,0.31,0.6,0.62,0.48,0.12,0.39
417,0.65,0.33,0.56,0.74,0.5,0.45,0.55,0.43,0.08,0.15
418,0.71,0.52,0.43,0.5,0.31,0.26,0.55,0.49,0.06,0.13
419,0.73,0.64,0.56,0.49,0.44,0.12,0.8,0.58,0.03,0.26
420,0.49,0.31,0.45,0.45,0.31,0.54,0.37,0.68,0.28,0.4
421,0.61,0.57,0.39,0.44,0.44,0.45,0.49,0.72,0.12,0.55
422,0.38,0.28,0.3,0.72,0.39,0.65,0.27,0.3,0.08,0.1
423,0.57,0.5,0.46,0.68,0.49,0.3,0.56,0.41,0.08,0.15
424,0.55,0.33,0.48,0.6,0.59,0.31,0.53,0.29,0.06,0.16
425,0.28,0.35,0.48,0.46,0.68,0.22,0.54,0.06,0.03,0.2
426,0.33,0.42,0.24,0.45,0.11,0.06,0.04,0.38,0.6,0.59
427,0.45,0.38,0.36,0.36,0.28,0.66,0.31,0.56,0.11,0.41
428,0.25,0.27,0.22,0.55,0.1,0.12,0.03,0.44,0.79,0.31
429,0.49,0.37,0.39,0.56,0.57,0.22,0.64,0.23,0.05,0.16
430,0.59,0.66,0.24,0.31,0.25,0.2,0.22,0.65,0.63,0.62
431,0.43,0.27,0.46,0.44,0.49,0.38,0.78,0.14,0.04,0.09
432,0.66,0.67,0.35,0.64,0.08,0.03,0.17,0.46,0.07,0.19
433,0.22,0.16,0.29,0.79,0.08,0.04,0.03,0.14,0.81,0.29
434,0.6,0.59,0.34,0.64,0.09,0.04,0.06,0.46,0.64,0.51
435,0.38,0.18,0.46,0.33,0.67,0.6,0.26,0.23,0.05,0.25
436,0.66,0.55,0.38,0.42,0.38,0.53,0.7,0.43,0.02,0.09
437,0.53,0.48,0.55,0.57,0.63,0.3,0.65,0.16,0.02,0.31
438,0.3,0.16,0.32,0.33,0.21,0.09,0.3,0.26,0.36,0.3
439,0.5,0.25,0.37,0.71,0.21,0.27,0.25,0.36,0.1,0.29
440,0.47,0.53,0.24,0.28,0.16,0.15,0.07,0.64,0.44,0.46
441,0.32,0.36,0.3,0.65,0.14,0.42,0.23,0.25,0.14,0.25
442,0.71,0.58,0.6,0.4,0.31,0.35,0.57,0.18,0.02,0.12
443,0.4,0.16,0.09,0.76,0.15,0.3,0.1,0.06,0.34,0.18
444,0.43,0.33,0.59,0.25,0.35,0.66,0.78,0.35,0.03,0.11
445,0.6,0.35,0.39,0.51,0.58,0.3,0.34,0.51,0.17,0.4
446,0.5,0.54,0.33,0.38,0.56,0.29,0.71,0.72,0.12,0.47
447,0.52,0.4,0.4,0.28,0.72,0.3,0.6,0.26,0.04,0.16
448,0.55,0.46,0.41,0.57,0.58,0.33,0.49,0.66,0.05,0.33
449,0.44,0.28,0.42,0.5,0.19,0.06,0.09,0.15,0.33,0.27
450,0.68,0.72,0.44,0.56,0.09,0.02,0.13,0.38,0.11,0.51
451,0.54,0.54,0.19,0.49,0.05,0.09,0.04,0.6,0.55,0.27
452,0.66,0.45,0.58,0.43,0.57,0.47,0.73,0.21,0.04,0.14
453,0.22,0.15,0.05,0.49,0.07,0.05,0.02,0.07,0.57,0.28
454,0.41,0.23,0.44,0.56,0.62,0.2,0.46,0.26,0.04,0.32
455,0.31,0.15,0.24,0.28,0.2,0.21,0.05,0.21,0.53,0.33
456,0.62,0.56,0.43,0.39,0.34,0.27,0.53,0.55,0.09,0.19
457,0.29,0.15,0.26,0.47,0.49,0.34,0.6,0.08,0.02,0.13
458,0.36,0.24,0.42,0.52,0.37,0.12,0.74,0.15,0.03,0.08
459,0.53,0.39,0.44,0.55,0.62,0.41,0.54,0.17,0.02,0.13
460,0.54,0.49,0.59,0.56,0.62,0.55,0.72,0.61,0.04,0.24
461,0.67,0.6,0.37,0.58,0.4,0.07,0.24,0.35,0.02,0.12
462,0.42,0.25,0.32,0.57,0.34,0.69,0.2,0.4,0.33,0.55
463,0.5,0.3,0.39,0.78,0.09,0.05,0.07,0.51,0.54,0.37
464,0.27,0.2,0.3,0.3,0.29,0.17,0.13,0.15,0.29,0.21
465,0.66,0.6,0.45,0.39,0.06,0.05,0.08,0.33,0.13,0.15
466,0.21,0.19,0.07,0.34,0.06,0.06,0.24,0.33,0.86,0.36
467,0.66,0.67,0.16,0.27,0.16,0.09,0.1,0.44,0.18,0.51
468,0.36,0.19,0.34,0.86,0.09,0.04,0.05,0.19,0.32,0.12
469,0.59,0.5,0.4,0.46,0.56,0.53,0.57,0.63,0.14,0.54
470,0.56,0.54,0.3,0.36,0.64,0.49,0.18,0.23,0.04,0.48
471,0.64,0.52,0.53,0.6,0.56,0.34,0.77,0.44,0.05,0.15
472,0.72,0.65,0.49,0.47,0.31,0.12,0.68,0.62,0.04,0.2
473,0.31,0.17,0.09,0.76,0.2,0.53,0.09,0.06,0.46,0.28
474,0.69,0.59,0.5,0.61,0.42,0.43,0.75,0.54,0.02,0.19
475,0.68,0.6,0.5,0.54,0.65,0.29,0.67,0.43,0.05,0.44
476,0.34,0.34,0.45,0.19,0.39,0.58,0.22,0.66,0.35,0.39
477,0.33,0.38,0.07,0.3,0.1,0.05,0.04,0.39,0.45,0.63
478,0.44,0.16,0.16,0.61,0.37,0.38,0.16,0.23,0.48,0.41
479,0.52,0.49,0.51,0.42,0.56,0.63,0.78,0.74,0.05,0.19
480,0.23,0.25,0.05,0.3,0.05,0.05,0.02,0.07,0.34,0.11
481,0.59,0.43,0.43,0.24,0.41,0.58,0.37,0.49,0.31,0.3
482,0.66,0.41,0.31,0.48,0.44,0.47,0.56,0.16,0.02,0.1
483,0.48,0.16,0.41,0.22,0.48,0.29,0.13,0.24,0.02,0.16
484,0.6,0.23,0.31,0.5,0.22,0.05,0.27,0.15,0.12,0.2
485,0.69,0.7,0.46,0.54,0.07,0.07,0.11,0.49,0.1,0.17
486,0.39,0.29,0.37,0.25,0.38,0.6,0.25,0.61,0.28,0.29
487,0.65,0.21,0.38,0.32,0.42,0.12,0.48,0.11,0.02,0.04
488,0.67,0.77,0.46,0.52,0.19,0.08,0.37,0.65,0.07,0.22
489,0.65,0.48,0.34,0.47,0.1,0.03,0.05,0.22,0.24,0.24
490,0.38,0.23,0.31,0.81,0.07,0.03,0.03,0.23,0.67,0.25
491,0.75,0.51,0.59,0.45,0.26,0.53,0.78,0.5,0.02,0.11
492,0.31,0.23,0.24,0.33,0.5,0.62,0.11,0.11,0.13,0.25
493,0.24,0.19,0.15,0.69,0.07,0.03,0.02,0.25,0.8,0.33
494,0.65,0.49,0.4,0.41,0.52,0.49,0.66,0.42,0.03,0.46
495,0.52,0.46,0.24,0.46,0.59,0.25,0.71,0.29,0.03,0.14
496,0.47,0.18,0.44,0.26,0.59,0.44,0.4,0.2,0.05,0.35
497,0.28,0.23,0.31,0.44,0.44,0.25,0.16,0.51,0.46,0.67
498,0.29,0.1,0.22,0.16,0.35,0.69,0.1,0.17,0.1,0.31
499,0.37,0.23,0.18,0.5,0.5,0.52,0.27,0.16,0.09,0.29
500,0.6,0.53,0.35,0.43,0.37,0.16,0.41,0.44,0.03,0.19
501,0.61,0.66,0.41,0.59,0.18,0.05,0.12,0.6,0.22,0.24
502,0.72,0.55,0.61,0.51,0.57,0.51,0.62,0.44,0.06,0.18
503,0.74,0.24,0.27,0.52,0.5,0.09,0.44,0.14,0.02,0.04
504,0.73,0.66,0.58,0.42,0.46,0.52,0.79,0.72,0.04,0.22
505,0.55,0.36,0.47,0.27,0.34,0.05,0.7,0.17,0.08,0.14
506,0.41,0.43,0.15,0.56,0.1,0.05,0.03,0.44,0.86,0.75
507,0.62,0.55,0.33,0.48,0.55,0.42,0.45,0.13,0.02,0.28
508,0.59,0.58,0.4,0.53,0.67,0.46,0.43,0.5,0.03,0.28
509,0.56,0.23,0.27,0.6,0.19,0.1,0.37,0.12,0.04,0.09
510,0.53,0.64,0.17,0.45,0.12,0.06,0.05,0.31,0.17,0.57
511,0.43,0.4,0.3,0.28,0.2,0.05,0.11,0.2,0.26,0.36
512,0.42,0.21,0.24,0.3,0.23,0.26,0.21,0.11,0.02,0.16
513,0.67,0.68,0.38,0.38,0.07,0.08,0.06,0.57,0.17,0.13
514,0.68,0.54,0.55,0.47,0.67,0.41,0.66,0.41,0.04,0.19
515,0.58,0.58,0.54,0.28,0.41,0.71,0.75,0.76,0.09,0.42
516,0.37,0.35,0.27,0.41,0.19,0.16,0.05,0.52,0.84,0.61
517,0.61,0.57,0.48,0.63,0.49,0.31,0.71,0.17,0.03,0.33
518,0.63,0.65,0.32,0.58,0.15,0.03,0.11,0.38,0.09,0.2
519,0.55,0.43,0.23,0.29,0.32,0.26,0.33,0.06,0.02,0.1
520,0.57,0.41,0.41,0.58,0.18,0.24,0.19,0.52,0.62,0.45
521,0.72,0.56,0.56,0.44,0.41,0.5,0.61,0.58,0.06,0.16
522,0.2,0.15,0.09,0.26,0.12,0.09,0.03,0.38,0.74,0.43
523,0.48,0.26,0.49,0.59,0.46,0.67,0.5,0.72,0.13,0.21
524,0.46,0.19,0.48,0.3,0.69,0.34,0.22,0.26,0.05,0.12
525,0.39,0.28,0.4,0.39,0.69,0.25,0.67,0.2,0.06,0.32
526,0.27,0.2,0.21,0.64,0.1,0.06,0.02,0.18,0.86,0.51
527,0.67,0.36,0.15,0.46,0.14,0.06,0.05,0.44,0.09,0.23
528,0.28,0.22,0.11,0.18,0.16,0.44,0.06,0.2,0.11,0.13
529,0.23,0.1,0.39,0.3,0.55,0.58,0.15,0.34,0.09,0.3
530,0.38,0.22,0.2,0.54,0.27,0.49,0.26,0.22,0.13,0.26
531,0.63,0.44,0.5,0.58,0.28,0.17,0.35,0.63,0.08,0.34
532,0.6,0.42,0.28,0.27,0.34,0.17,0.37,0.08,0.04,0.12
533,0.47,0.47,0.51,0.69,0.64,0.37,0.41,0.22,0.05,0.19
534,0.45,0.58,0.14,0.53,0.12,0.52,0.08,0.19,0.68,0.46
535,0.68,0.49,0.48,0.46,0.37,0.27,0.79,0.18,0.02,0.15
536,0.65,0.67,0.43,0.43,0.15,0.12,0.1,0.53,0.47,0.49
537,0.44,0.39,0.37,0.55,0.63,0.4,0.47,0.17,0.02,0.24
538,0.36,0.34,0.2,0.46,0.18,0.03,0.06,0.17,0.14,0.16
539,0.5,0.27,0.09,0.75,0.12,0.23,0.12,0.14,0.3,0.22
540,0.43,0.19,0.23,0.68,0.25,0.38,0.16,0.28,0.43,0.46
541,0.44,0.44,0.17,0.31,0.15,0.1,0.04,0.07,0.24,0.63
542,0.5,0.58,0.27,0.6,0.16,0.06,0.04,0.36,0.73,0.74
543,0.51,0.22,0.36,0.37,0.23,0.02,0.05,0.25,0.15,0.17
544,0.75,0.56,0.41,0.25,0.06,0.02,0.06,0.34,0.12,0.23
545,0.09,0.12,0.06,0.45,0.08,0.04,0.02,0.06,0.86,0.28
546,0.36,0.27,0.23,0.5,0.32,0.23,0.12,0.4,0.55,0.53
547,0.43,0.19,0.17,0.57,0.16,0.12,0.05,0.04,0.09,0.07
548,0.78,0.29,0.39,0.44,0.3,0.14,0.62,0.29,0.02,0.08
549,0.48,0.16,0.58,0.37,0.63,0.29,0.26,0.18,0.06,0.28
550,0.32,0.2,0.22,0.28,0.11,0.12,0.06,0.18,0.2,0.35
551,0.61,0.45,0.49,0.43,0.4,0.38,0.37,0.59,0.16,0.18
552,0.58,0.73,0.16,0.2,0.21,0.15,0.11,0.78,0.49,0.67
553,0.27,0.21,0.26,0.3,0.39,0.39,0.09,0.32,0.64,0.57
554,0.54,0.34,0.46,0.51,0.09,0.03,0.08,0.14,0.11,0.25
555,0.64,0.54,0.46,0.44,0.31,0.32,0.51,0.65,0.23,0.49
556,0.47,0.29,0.27,0.6,0.09,0.33,0.08,0.45,0.6,0.42
557,0.25,0.18,0.12,0.76,0.04,0.05,0.04,0.09,0.76,0.36
558,0.39,0.32,0.15,0.48,0.16,0.04,0.06,0.25,0.17,0.59
559,0.76,0.66,0.16,0.5,0.1,0.05,0.04,0.28,0.16,0.05
560,0.47,0.26,0.4,0.44,0.27,0.68,0.18,0.39,0.13,0.24
561,0.67,0.52,0.48,0.52,0.44,0.35,0.57,0.41,0.07,0.12
562,0.54,0.41,0.5,0.55,0.53,0.19,0.66,0.17,0.02,0.14
563,0.38,0.08,0.37,0.5,0.54,0.28,0.19,0.14,0.09,0.17
564,0.28,0.16,0.12,0.74,0.05,0.04,0.02,0.13,0.8,0.38
565,0.57,0.23,0.38,0.75,0.31,0.42,0.28,0.26,0.29,0.34
566,0.71,0.54,0.57,0.55,0.55,0.4,0.71,0.41,0.04,0.11
567,0.62,0.43,0.53,0.5,0.72,0.28,0.72,0.18,0.04,0.17
568,0.73,0.62,0.49,0.41,0.43,0.55,0.76,0.66,0.03,0.29
569,0.65,0.32,0.49,0.39,0.43,0.11,0.63,0.05,0.02,0.04
570,0.37,0.18,0.18,0.64,0.08,0.16,0.04,0.29,0.8,0.53
571,0.53,0.45,0.43,0.48,0.65,0.13,0.69,0.18,0.03,0.13
572,0.45,0.34,0.43,0.52,0.52,0.12,0.5,0.08,0.06,0.24
573,0.53,0.4,0.22,0.57,0.4,0.14,0.68,0.57,0.05,0.27
574,0.43,0.73,0.12,0.3,0.18,0.15,0.07,0.82,0.63,0.6
575,0.62,0.54,0.48,0.61,0.46,0.15,0.62,0.3,0.03,0.22
576,0.39,0.32,0.55,0.36,0.62,0.54,0.71,0.12,0.03,0.18
577,0.3,0.24,0.18,0.68,0.11,0.05,0.04,0.2,0.82,0.45
578,0.58,0.49,0.44,0.43,0.1,0.05,0.11,0.15,0.16,0.13
579,0.62,0.44,0.56,0.5,0.6,0.68,0.6,0.55,0.08,0.18
580,0.36,0.2,0.16,0.79,0.09,0.04,0.02,0.16,0.62,0.21
581,0.38,0.29,0.24,0.81,0.09,0.08,0.09,0.19,0.48,0.11
582,0.54,0.67,0.26,0.48,0.11,0.04,0.05,0.51,0.67,0.71
583,0.48,0.14,0.4,0.43,0.58,0.25,0.31,0.23,0.07,0.26
584,0.59,0.45,0.2,0.43,0.59,0.5,0.33,0.43,0.03,0.37
585,0.45,0.22,0.38,0.31,0.58,0.53,0.29,0.17,0.05,0.21
586,0.58,0.45,0.54,0.48,0.53,0.51,0.82,0.41,0.06,0.24
587,0.66,0.52,0.39,0.43,0.11,0.03,0.17,0.22,0.09,0.29
588,0.7,0.5,0.59,0.4,0.52,0.55,0.72,0.39,0.05,0.27
589,0.42,0.19,0.23,0.67,0.2,0.19,0.07,0.14,0.08,0.29
590,0.58,0.51,0.5,0.31,0.39,0.64,0.69,0.31,0.02,0.17
591,0.7,0.49,0.46,0.44,0.6,0.4,0.65,0.37,0.07,0.26
592,0.16,0.14,0.16,0.79,0.06,0.03,0.04,0.06,0.8,0.22
593,0.55,0.45,0.3,0.51,0.48,0.17,0.48,0.63,0.18,0.5
594,0.73,0.5,0.53,0.57,0.58,0.24,0.69,0.46,0.1,0.34
595,0.75,0.52,0.53,0.5,0.31,0.24,0.61,0.44,0.05,0.12
596,0.42,0.26,0.24,0.62,0.32,0.36,0.16,0.08,0.11,0.21
597,0.46,0.3,0.43,0.32,0.55,0.74,0.42,0.63,0.16,0.47
598,0.53,0.39,0.16,0.26,0.25,0.46,0.33,0.17,0.03,0.11
599,0.6,0.17,0.24,0.74,0.12,0.31,0.09,0.31,0.57,0.44
600,0.23,0.14,0.06,0.56,0.1,0.04,0.02,0.03,0.88,0.3
601,0.42,0.31,0.42,0.46,0.75,0.29,0.57,0.28,0.1,0.26
602,0.51,0.58,0.37,0.55,0.22,0.04,0.07,0.26,0.07,0.36
603,0.48,0.42,0.16,0.59,0.51,0.16,0.45,0.11,0.02,0.05
604,0.31,0.19,0.28,0.5,0.18,0.14,0.03,0.26,0.84,0.44
605,0.75,0.26,0.36,0.48,0.42,0.17,0.48,0.19,0.02,0.08
606,0.5,0.43,0.23,0.36,0.14,0.08,0.07,0.56,0.75,0.66
607,0.57,0.35,0.5,0.61,0.44,0.35,0.66,0.26,0.09,0.16
608,0.66,0.45,0.35,0.47,0.5,0.13,0.64,0.33,0.02,0.23
609,0.57,0.53,0.45,0.22,0.46,0.65,0.64,0.81,0.11,0.63
610,0.39,0.2,0.16,0.81,0.07,0.06,0.11,0.09,0.48,0.11
611,0.61,0.48,0.6,0.53,0.65,0.49,0.65,0.38,0.05,0.27
612,0.68,0.66,0.47,0.47,0.27,0.26,0.52,0.38,0.02,0.17
613,0.54,0.46,0.34,0.32,0.69,0.25,0.27,0.31,0.14,0.43
614,0.43,0.21,0.19,0.46,0.26,0.5,0.07,0.45,0.28,0.2
615,0.45,0.28,0.23,0.6,0.13,0.4,0.07,0.21,0.67,0.35
616,0.48,0.36,0.26,0.37,0.64,0.17,0.7,0.18,0.49,0.25
617,0.42,0.25,0.43,0.48,0.39,0.41,0.4,0.13,0.03,0.15
618,0.39,0.2,0.24,0.4,0.44,0.57,0.25,0.27,0.07,0.29
619,0.5,0.39,0.32,0.48,0.12,0.04,0.06,0.32,0.68,0.65
620,0.64,0.79,0.49,0.29,0.15,0.09,0.11,0.52,0.13,0.23
621,0.57,0.48,0.47,0.62,0.47,0.7,0.58,0.46,0.09,0.2
622,0.64,0.56,0.55,0.28,0.43,0.72,0.63,0.79,0.1,0.44
623,0.39,0.13,0.36,0.52,0.18,0.32,0.06,0.15,0.66,0.45
624,0.52,0.28,0.28,0.62,0.23,0.2,0.08,0.17,0.2,0.27
625,0.52,0.5,0.23,0.6,0.12,0.09,0.05,0.34,0.7,0.58
626,0.54,0.39,0.35,0.81,0.1,0.05,0.1,0.39,0.37,0.21
627,0.31,0.16,0.46,0.31,0.77,0.69,0.35,0.33,0.06,0.27
628,0.45,0.32,0.44,0.43,0.44,0.11,0.34,0.19,0.17,0.39
629,0.55,0.23,0.38,0.49,0.32,0.44,0.26,0.21,0.19,0.29
630,0.58,0.62,0.16,0.44,0.16,0.04,0.11,0.37,0.21,0.42
631,0.58,0.45,0.55,0.6,0.48,0.19,0.73,0.16,0.02,0.1
632,0.76,0.52,0.41,0.29,0.4,0.06,0.35,0.47,0.14,0.28
633,0.64,0.26,0.47,0.43,0.63,0.09,0.35,0.25,0.04,0.13
634,0.63,0.51,0.33,0.5,0.64,0.44,0.47,0.47,0.03,0.24
635,0.67,0.76,0.37,0.56,0.16,0.05,0.12,0.44,0.15,0.31
636,0.35,0.17,0.32,0.35,0.42,0.31,0.16,0.26,0.13,0.33
637,0.56,0.36,0.43,0.58,0.54,0.32,0.61,0.27,0.06,0.14
638,0.49,0.35,0.43,0.28,0.45,0.29,0.37,0.16,0.05,0.47
639,0.44,0.45,0.5,0.45,0.16,0.05,0.25,0.14,0.16,0.12
640,0.6,0.68,0.36,0.51,0.15,0.12,0.1,0.52,0.49,0.48
641,0.65,0.45,0.5,0.41,0.45,0.1,0.75,0.13,0.03,0.07
642,0.48,0.42,0.38,0.35,0.37,0.49,0.63,0.45,0.16,0.39
643,0.68,0.51,0.42,0.28,0.47,0.26,0.64,0.64,0.11,0.48
644,0.55,0.44,0.59,0.52,0.67,0.46,0.74,0.24,0.04,0.2
645,0.38,0.25,0.29,0.71,0.25,0.43,0.18,0.06,0.11,0.15
646,0.65,0.44,0.37,0.45,0.4,0.25,0.41,0.48,0.03,0.15
647,0.62,0.48,0.61,0.56,0.39,0.58,0.64,0.49,0.07,0.16
648,0.76,0.6,0.6,0.47,0.37,0.54,0.78,0.41,0.03,0.15
649,0.67,0.42,0.46,0.49,0.36,0.49,0.7,0.3,0.06,0.2
650,0.67,0.76,0.57,0.54,0.2,0.1,0.43,0.65,0.21,0.41
651,0.71,0.74,0.52,0.46,0.13,0.08,0.1,0.44,0.12,0.17
652,0.52,0.35,0.49,0.39,0.64,0.59,0.41,0.26,0.05,0.17
653,0.37,0.35,0.22,0.58,0.06,0.05,0.04,0.58,0.74,0.71
654,0.5,0.23,0.24,0.58,0.15,0.08,0.24,0.1,0.13,0.08
655,0.26,0.15,0.22,0.39,0.23,0.31,0.08,0.26,0.65,0.57
656,0.59,0.43,0.33,0.46,0.42,0.2,0.29,0.52,0.23,0.5
